"","Constit_Code","ConstituencyName.x","Winner19","Electorate19","Conservative","Labour","Liberal Democrat","Scottish National Party","Plaid Cymru","Green","Reform UK","Other","Winner","results"
"131","E14000660","Daventry","Conservative",77423,0.435462858476269,0.304897034507784,0.104071018153636,0.0000641621760439376,0.0000415556469206188,0.0713286159573166,0.0435922730388629,0.0405424820431665,"Conservative","Conservative Hold"
"132","E14000661","Denton and Reddish","Labour",66234,0.292021786353227,0.47067298990515,0.0598629395024671,0.0000654342021885663,0.000113780815265004,0.0606307442725787,0.0694479553137972,0.0471843696353264,"Labour","Labour Hold"
"133","E14000662","Derby North","Conservative",73199,0.317241711787968,0.430090114983459,0.087387786185059,0.000128400881059944,0.0000605322684977086,0.0690836708961311,0.0408851299467591,0.0551226530510656,"Labour","Labour Gain"
"134","E14000663","Derby South","Labour",73062,0.287509297546859,0.493617609983477,0.0609356517037683,0.0000943862717800295,0.000185423629451892,0.0567357447328347,0.0422128889296535,0.0587089972021748,"Labour","Labour Hold"
"135","E14000664","Derbyshire Dales","Conservative",65080,0.421218131327721,0.32058797081304,0.112103124224858,0.0000318708926299707,0.0000685362906060481,0.0678414793174048,0.0387157294072689,0.0394331577264715,"Conservative","Conservative Hold"
"136","E14000665","Devizes","Conservative",73372,0.396180917541417,0.277322106712078,0.147406540388538,0.0000903955411257628,0.0000450918365400141,0.102519876798925,0.0407770366265598,0.0356580345548155,"Conservative","Conservative Hold"
"137","E14000666","Dewsbury","Conservative",81253,0.306133289803013,0.423643595966364,0.0734204144447455,0.025050575544589,0.0091869344886775,0.0607569703725718,0.0480669997481677,0.0537412196318713,"Labour","Labour Gain"
"138","E14000667","Don Valley","Conservative",75356,0.325891521876118,0.373006678898436,0.0786730696760371,0.0399641114712404,0.00810928051422774,0.0506516157526983,0.0645741111288127,0.0591296106824298,"Labour","Labour Gain"
"139","E14000668","Doncaster Central","Labour",71389,0.299172558114894,0.415817145998871,0.0703116697216516,0.0458971152193166,0.00693897027274347,0.0503559413460462,0.0562436497949124,0.0552629495315648,"Labour","Labour Hold"
"140","E14000669","Doncaster North","Labour",72362,0.309678038078692,0.403656970656389,0.0652565890404523,0.0518419586241345,0.00478661450240821,0.040020228766275,0.0658878246446429,0.0588717756870066,"Labour","Labour Hold"
